smiles,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,rtb,Molecular Weight,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,pChEMBL Value
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c[nH]2)CC1.O=C(O)C(F)(F)F,3.7,4.0,0.54,3.15,12.56,571.6,5.0,8.0,5.0,7.0,34.0,1.0,457.58,457.259,1.0,0.0,138.5,0.29,7.0,571.6,18.63,0.34,4.82,6.15,8.52
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(CC(N)=O)cc3)c[nH]2)CC1.O=C(O)C(F)(F)F,3.27,3.0,0.28,2.9,12.68,573.62,4.0,7.0,4.0,6.0,34.0,1.0,459.59,459.2634,1.0,0.0,126.89,0.39,9.0,573.62,13.92,0.26,3.13,5.04,6.4
Cc1ccc(C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)cc1,5.21,5.0,4.91,4.91,10.14,470.96,4.0,7.0,4.0,5.0,34.0,0.0,470.96,470.1622,1.0,1.0,112.48,0.27,6.0,470.96,13.61,0.26,1.2,5.7,6.41
COc1cc(F)c(C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)c(F)c1,5.19,5.0,4.52,4.52,10.08,522.94,5.0,8.0,4.0,5.0,37.0,0.0,522.94,522.1383,2.0,2.0,121.71,0.23,7.0,522.94,13.74,0.27,2.0,5.91,7.19
Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)NCc4cccc(Cl)c4)[nH]c3Cl)ccc12,5.63,5.0,4.76,4.76,10.14,520.42,4.0,8.0,5.0,6.0,36.0,0.0,520.42,519.1341,3.0,2.0,124.51,0.19,7.0,520.42,13.96,0.28,1.64,5.84,7.27
Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)NCc4cc(Cl)ccc4-n4cnnn4)[nH]c3Cl)ccc12,4.6,6.0,3.79,3.79,10.14,588.46,8.0,12.0,5.0,6.0,41.0,0.0,588.46,587.1464,3.0,1.0,168.11,0.17,8.0,588.46,14.99,0.29,4.22,5.25,8.82
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](N1CCC(c3cccc(Cl)c3)OC1=O)c1nc-2c[nH]1,6.05,3.0,4.45,4.45,12.26,538.0,6.0,10.0,3.0,3.0,38.0,0.0,538.0,537.1779,2.0,2.0,125.65,0.37,3.0,538.0,10.17,0.2,-0.58,4.35,5.47
CC[C@@H]1CCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(c[nH]2)-c2ccc(NC(=O)OC)cc2NC1=O,4.9,4.0,4.32,4.32,12.2,604.07,9.0,13.0,4.0,4.0,43.0,0.0,604.07,603.2109,2.0,1.0,168.81,0.23,6.0,604.07,16.13,0.31,4.84,5.77,9.74
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3)c1N)c1cc-2ccn1,5.58,4.0,4.85,4.85,12.49,588.07,8.0,11.0,4.0,5.0,42.0,0.0,588.07,587.2048,3.0,2.0,153.26,0.24,4.0,588.07,13.53,0.26,2.38,5.19,7.96
COC(=O)Nc1cccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c1,3.87,4.0,4.19,4.19,12.32,545.99,8.0,11.0,3.0,3.0,39.0,0.0,545.99,545.1578,2.0,1.0,140.13,0.27,9.0,545.99,12.38,0.24,2.89,4.83,6.76
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2nc(=O)o[nH]2)cc1,3.04,5.0,2.77,3.69,5.97,556.97,9.0,12.0,3.0,3.0,40.0,-1.0,556.97,556.1374,2.0,1.0,160.69,0.23,9.0,556.97,15.62,0.3,5.66,5.41,8.7
COC(=O)Nc1ccc2c(c1)OCCCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.1,4.0,4.56,4.56,12.23,577.05,9.0,12.0,3.0,3.0,41.0,0.0,577.05,576.2,3.0,2.0,148.94,0.28,5.0,577.05,11.78,0.23,1.7,4.56,6.8
COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)NC(=O)CCc3cccc(Cl)c3)[nH]c2Cl)cc1,6.59,4.0,6.19,6.19,10.23,537.45,4.0,7.0,3.0,3.0,37.0,0.0,537.45,536.1382,2.0,2.0,96.11,0.22,9.0,537.45,11.28,0.22,-0.53,6.31,6.06
COCC(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,2.0,2.0,-4.1,0.23,9.33,711.93,8.0,13.0,6.0,7.0,50.0,1.0,711.93,711.3778,3.0,2.0,195.81,0.1,18.0,711.93,8.22,0.16,3.85,2.99,5.85
CC(C)C(=O)N1CCC(CC[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@@H](CCC2CCNCC2)C(=O)NCc2ccc(C(=N)N)cc2)CC1,3.01,2.0,-2.68,1.65,9.33,709.96,7.0,12.0,6.0,7.0,50.0,1.0,709.96,709.3985,3.0,2.0,186.58,0.11,17.0,709.96,8.5,0.16,3.03,3.24,6.04
O=C(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H]1CCCCC(=O)Nc2cc3[nH]ncc3cc2-c2c[nH]c1n2,3.97,5.0,2.79,2.8,11.61,542.99,8.0,12.0,4.0,4.0,39.0,0.0,542.99,542.1694,2.0,1.0,159.16,0.25,4.0,542.99,12.41,0.24,2.77,4.23,6.74
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.27,4.0,3.33,3.33,12.22,576.02,9.0,13.0,4.0,4.0,41.0,0.0,576.02,575.1796,2.0,1.0,168.81,0.26,5.0,576.02,15.62,0.3,4.73,5.33,9.0
COC(=O)Nc1ccc2c(c1)NCCCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.74,4.0,3.74,3.74,12.48,562.03,9.0,12.0,4.0,4.0,40.0,0.0,562.03,561.2004,2.0,1.0,151.74,0.25,5.0,562.03,13.87,0.27,3.06,5.14,7.8
COC(=O)Nc1ccc2c(c1)N[C@@H](C(=O)OC)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.28,4.0,3.58,3.58,12.36,620.07,11.0,14.0,4.0,4.0,44.0,0.0,620.07,619.2058,2.0,2.0,178.04,0.18,6.0,620.07,15.06,0.29,5.06,5.24,9.34
COC(=O)Nc1ccc2c(c1)N[C@@H](C(=O)N(C)C)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.2,4.0,3.07,3.07,12.45,633.11,10.0,14.0,4.0,4.0,45.0,0.0,633.11,632.2375,2.0,1.0,172.05,0.23,6.0,633.11,15.02,0.29,5.31,5.53,9.51
COC1CCN(c2cccc3c2CCN(C(=O)c2ccc(N)cc2)C3C(=O)Nc2ccc(C(=O)O)cc2)CC1,3.96,3.0,0.0,2.32,3.96,528.61,6.0,9.0,3.0,4.0,39.0,-1.0,528.61,528.2373,1.0,1.0,125.2,0.41,6.0,528.61,11.85,0.22,2.31,5.0,6.27
CC1(C)Cc2c(-c3cc4ccccc4s3)cccc2C(C(=O)Nc2ccc(C(=O)O)cc2)N1C(=O)[C@H]1CC[C@H](CN)CC1,6.87,4.0,3.85,3.85,4.16,595.77,5.0,7.0,3.0,4.0,43.0,0.5,595.77,595.2505,2.0,2.0,112.73,0.23,6.0,595.77,10.25,0.19,-0.76,5.42,6.11
CC1(C)Cc2c(-c3ccc4ncccc4c3)cccc2C(C(=O)Nc2ccc(C(=O)O)cc2)N1C(=O)[C@H]1CC[C@H](CN)CC1,6.21,4.0,3.14,3.14,3.97,590.72,5.0,8.0,3.0,4.0,44.0,0.5,590.72,590.2893,2.0,2.0,125.62,0.25,6.0,590.72,12.39,0.23,1.11,5.82,7.32
COC(=O)c1ccc(NC(=O)C2c3c(C)cccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,4.19,4.0,4.82,4.82,12.51,557.01,8.0,10.0,1.0,1.0,40.0,0.0,557.01,556.1626,1.0,1.0,119.31,0.28,6.0,557.01,9.5,0.18,1.1,4.43,5.29
CCc1nn(C)c2c1C(C(=O)Nc1ccc(C(=O)O)cc1)N(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)CC2,3.09,4.0,-0.15,2.74,4.17,561.0,9.0,12.0,2.0,2.0,40.0,-1.0,561.0,560.1687,2.0,1.0,148.13,0.33,7.0,561.0,13.61,0.26,4.54,5.15,7.63
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.51,4.0,3.87,3.87,12.2,590.04,9.0,13.0,4.0,4.0,42.0,0.0,590.04,589.1953,2.0,1.0,168.81,0.25,5.0,590.04,15.95,0.31,4.9,5.57,9.41
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1cnn(-c3cccc(Cl)c3Cl)c1)c1cc-2ccn1,6.65,4.0,5.54,5.54,12.39,607.5,7.0,10.0,3.0,3.0,42.0,0.0,607.5,606.1549,2.0,2.0,127.24,0.24,4.0,607.5,12.21,0.24,0.77,5.83,7.42
COC(=O)Nc1ccc(-c2cc([C@H](CC(=O)N3CCN(C)CC3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)c(Cl)nn2)cc1,3.64,4.0,2.54,2.7,12.88,665.54,11.0,14.0,2.0,2.0,46.0,0.0,665.54,664.1829,2.0,2.0,160.36,0.25,9.0,665.54,12.62,0.25,4.76,5.24,8.4
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](NC(=O)c1ncn(-c3cccc(Cl)c3F)c1C)c1cc-2ccn1.Cl.Cl,6.44,4.0,5.34,5.34,12.07,677.99,7.0,10.0,3.0,3.0,43.0,0.0,605.07,604.2001,2.0,2.0,127.24,0.25,4.0,677.99,13.86,0.27,1.95,6.59,8.39
COC(=O)Nc1ccc2c(c1)NCCCCC[C@H](NC(=O)/C=C/c1c(C(C)=O)ccc(Cl)c1F)c1nc-2c(C#N)[nH]1,5.98,3.0,4.18,4.18,9.5,579.03,7.0,10.0,4.0,4.0,41.0,0.0,579.03,578.1845,2.0,2.0,149.0,0.21,5.0,579.03,11.88,0.23,0.9,4.61,6.88
COC(=O)Nc1ccc2c(c1)NC(=O)C/C=C/CC(NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2nc(C)n1,4.42,4.0,3.9,3.9,12.5,600.04,10.0,13.0,3.0,3.0,43.0,0.0,600.04,599.1796,2.0,1.0,165.91,0.22,5.0,600.04,11.34,0.22,2.38,4.1,6.8
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](NC(=O)c1ccc(C#N)cc1)c1nc-2c(Cl)[nH]1,4.93,3.0,3.44,3.44,9.96,518.96,6.0,10.0,4.0,4.0,37.0,0.0,518.96,518.1469,1.0,1.0,149.0,0.36,3.0,518.96,11.59,0.22,1.09,4.04,6.02
N=C(N)c1ccc(CNC(=O)[C@H](CCC2CCNCC2)NC(=O)[C@H](NS(=O)(=O)Cc2ccccc2)c2ccccc2)cc1,2.71,3.0,-2.54,1.6,9.07,604.78,6.0,10.0,6.0,7.0,43.0,1.0,604.78,604.2832,2.0,2.0,166.27,0.12,14.0,604.78,9.92,0.19,3.29,3.61,6.0
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)c1cccc3ccccc13)c1nc-2c[nH]1,5.39,4.0,4.17,4.17,12.23,497.56,5.0,9.0,4.0,4.0,37.0,0.0,497.56,497.2063,1.0,1.0,125.21,0.3,3.0,497.56,12.97,0.24,1.06,5.16,6.46
COC(=O)Nc1ccc2c(c1)NC(C(F)F)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.37,4.0,4.27,4.27,12.44,612.04,9.0,12.0,4.0,4.0,43.0,0.0,612.04,611.1972,3.0,2.0,151.74,0.21,6.0,612.04,10.68,0.21,1.17,4.31,6.54
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nccc(-c3ccccc3)n2)CC1,4.31,3.0,1.91,4.58,12.89,414.55,4.0,5.0,2.0,3.0,31.0,1.0,414.55,414.242,0.0,0.0,80.9,0.6,7.0,414.55,11.92,0.22,0.63,6.11,4.94
COC(=O)Nc1ccc2c(c1)N[C@@H](C(=O)OC)CCCC[C@H](N1CCC(c3cccc(Cl)c3)OC1=O)c1nc-2c[nH]1,6.06,3.0,4.7,4.7,12.4,582.06,8.0,11.0,3.0,3.0,41.0,0.0,582.06,581.2041,3.0,2.0,134.88,0.25,4.0,582.06,13.59,0.26,1.85,5.87,7.91
COC(=O)Nc1ccc2c(c1)NC(=O)[C@H](C)CCC[C@H](N1CC[C@H](c3nccc(Cl)c3F)N(C)C1=O)c1nc-2c[nH]1,5.74,3.0,3.64,3.64,12.23,584.05,6.0,11.0,3.0,3.0,41.0,0.0,584.05,583.211,3.0,2.0,132.55,0.36,3.0,584.05,12.91,0.25,1.8,5.69,7.54
COC(=O)Nc1ccc2c(c1)NC(=O)[C@@H](C)CCC[C@H](N1CC[C@@H](c3c(F)ccc(Cl)c3F)OC1=O)c1ccnc-2c1,7.24,3.0,5.95,5.95,12.53,599.03,6.0,9.0,2.0,2.0,42.0,0.0,599.03,598.1795,2.0,2.0,109.86,0.31,3.0,599.03,13.38,0.26,0.78,7.3,8.02
O=C(O)c1ccc(NC(=O)[C@@H]2c3ccccc3CCN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,3.79,4.0,0.9,3.96,4.16,528.96,7.0,10.0,2.0,2.0,38.0,-1.0,528.96,528.1313,1.0,1.0,130.31,0.36,6.0,528.96,15.1,0.29,4.2,6.13,7.99
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nnc2OC)cc1,5.07,5.0,4.97,4.97,12.87,611.06,10.0,12.0,2.0,2.0,44.0,0.0,611.06,610.1844,3.0,2.0,146.04,0.21,10.0,611.06,12.18,0.23,2.37,5.1,7.44
COC(=O)Nc1ccc(-c2cc([C@H](Cc3cccc(F)c3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nnc2Cl)cc1,5.86,5.0,5.5,5.5,12.77,633.47,9.0,11.0,2.0,2.0,44.0,0.0,633.47,632.1254,3.0,2.0,136.81,0.19,9.0,633.47,12.63,0.25,2.14,5.85,8.0
COCCNC(=O)c1cccc2c1CCN(C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)C2C(=O)Nc1ccc(C(=O)O)cc1,3.17,4.0,-0.07,2.99,4.16,630.06,9.0,13.0,3.0,3.0,45.0,-1.0,630.06,629.179,2.0,1.0,168.64,0.18,10.0,630.06,12.18,0.23,4.5,4.55,7.67
C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(C(=O)O)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C)NC1=O,3.99,5.0,-0.31,2.55,2.74,600.04,11.0,13.0,2.0,2.0,43.0,-1.0,600.04,599.1796,2.0,2.0,162.71,0.31,4.0,600.04,16.16,0.31,5.71,5.96,9.7
NC[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)c2cc(-c3ccc4c(N)noc4c3)ccn2)CC1,4.64,4.0,1.12,3.74,13.15,469.59,6.0,7.0,3.0,5.0,35.0,1.0,469.59,469.2478,0.0,0.0,120.06,0.36,7.0,469.59,18.09,0.33,3.86,7.08,8.49
CCOP(=O)(O)c1ccc2cc1CN(C)C(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(c(C)c1)[C@@H](C)COC(=O)N2,5.45,4.0,1.59,1.57,2.02,617.64,8.0,11.0,4.0,5.0,44.0,0.5,617.64,617.2403,3.0,2.0,156.11,0.21,5.0,617.64,9.48,0.18,0.4,3.75,5.85
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(C(N)=O)cc3)c(F)[nH]2)CC1.O=C(O)C(F)(F)F,3.48,3.0,0.32,1.76,8.77,577.58,4.0,7.0,4.0,6.0,34.0,1.0,463.56,463.2384,1.0,0.0,126.89,0.41,8.0,577.58,18.39,0.34,5.04,6.72,8.52
CN(C)C(=O)c1ccc(-c2c[nH]c([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)n2)cc1.O=C(O)C(F)(F)F,3.94,3.0,0.75,3.36,12.51,587.64,4.0,7.0,3.0,4.0,35.0,1.0,473.62,473.2791,0.0,0.0,104.11,0.46,8.0,587.64,11.7,0.22,1.6,5.32,5.54
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccccc3)c[nH]2)CC1.O=C(O)C(F)(F)F,4.24,3.0,1.45,4.07,12.7,516.56,3.0,5.0,3.0,4.0,30.0,1.0,402.54,402.242,0.0,0.0,83.8,0.55,7.0,516.56,17.19,0.32,2.68,8.26,6.92
COC(=O)Nc1ccc2c(c1)CCC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.04,4.0,4.87,4.88,12.51,559.03,8.0,11.0,3.0,3.0,40.0,0.0,559.03,558.1895,3.0,2.0,139.71,0.23,5.0,559.03,11.08,0.21,1.16,4.44,6.2
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)c1cc(-c3cccc(Cl)c3)no1)c1nc-2c[nH]1,5.55,4.0,4.1,4.1,11.51,548.99,7.0,11.0,4.0,4.0,39.0,0.0,548.99,548.1575,3.0,2.0,151.24,0.26,4.0,548.99,10.43,0.2,0.18,3.79,5.73
CC(C)CC(=O)Nc1cc(-c2ccc(C(N)=O)cc2C(=O)O)cc(C2CC(C)(c3ccccc3)c3cc(C(=N)N)ccc3N2)c1,6.28,4.0,3.54,3.54,3.49,603.72,5.0,9.0,6.0,8.0,45.0,0.5,603.72,603.2846,3.0,3.0,171.39,0.1,9.0,603.72,11.0,0.2,0.36,3.87,6.64
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2ccccc2S(=O)(=O)C2CC2)ccc1OC(C)C,5.41,4.0,2.65,3.96,13.11,588.73,8.0,9.0,3.0,4.0,42.0,1.0,588.73,588.2406,2.0,2.0,132.64,0.2,12.0,588.73,8.79,0.17,-0.24,3.9,5.17
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(NC(=O)OC)c2)ccc1OC(C)C,5.65,4.0,2.9,4.21,12.79,557.65,8.0,10.0,4.0,5.0,41.0,1.0,557.65,557.2638,2.0,2.0,136.83,0.19,11.0,557.65,9.15,0.17,-0.55,3.73,5.1
CCOc1cc(C(Nc2ccc3c(N)nccc3c2)C(=O)NCc2cccc(S(N)(=O)=O)c2)ccc1OC(C)C,4.12,4.0,1.65,2.71,10.22,563.68,8.0,10.0,4.0,6.0,40.0,1.0,563.68,563.2202,2.0,1.0,158.66,0.21,11.0,563.68,8.8,0.17,0.84,3.13,4.96
COC(=O)c1ccc(-c2cccc([C@@H]3C[C@](C)(c4ccccc4)c4cc(C(=N)N)ccc4N3)c2)c(C(=O)O)c1,5.99,4.0,4.02,4.02,3.47,519.6,5.0,7.0,4.0,5.0,39.0,0.5,519.6,519.2158,2.0,2.0,125.5,0.14,6.0,519.6,13.67,0.25,1.11,5.66,7.1
COC(=O)Nc1ccc2c(c1)N[C@@H](C)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.13,4.0,4.16,4.16,12.48,576.06,9.0,12.0,4.0,4.0,41.0,0.0,576.06,575.216,3.0,2.0,151.74,0.24,5.0,576.06,14.03,0.27,2.95,5.33,8.08
COC(=O)Nc1ccc2c(c1)N[C@@H](C(=O)OC)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1cc-2ccn1,4.95,4.0,4.1,4.1,12.94,631.09,11.0,13.0,3.0,3.0,45.0,0.0,631.09,630.2106,2.0,2.0,162.25,0.2,6.0,631.09,13.42,0.26,3.52,5.22,8.47
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)ccn2)cc1,5.67,5.0,5.66,5.66,12.92,580.05,8.0,10.0,2.0,2.0,42.0,0.0,580.05,579.1786,2.0,2.0,123.92,0.22,9.0,580.05,13.72,0.26,2.29,6.42,7.96
COC(=O)Nc1ccc(-c2ccnc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)c2)cc1,5.67,5.0,5.51,5.51,12.98,580.05,8.0,10.0,2.0,2.0,42.0,0.0,580.05,579.1786,2.0,2.0,123.92,0.22,9.0,580.05,13.17,0.25,1.97,6.16,7.64
COC(=O)Nc1ccc(-c2nc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)[nH]c2Cl)cc1,5.65,5.0,5.31,5.31,10.23,603.47,8.0,11.0,3.0,3.0,42.0,0.0,603.47,602.1348,3.0,2.0,139.71,0.19,9.0,603.47,13.97,0.27,2.78,6.04,8.43
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nnc2Cl)cc1,5.72,5.0,5.36,5.36,12.85,615.48,9.0,11.0,2.0,2.0,43.0,0.0,615.48,614.1348,3.0,2.0,136.81,0.2,9.0,615.48,13.03,0.25,2.3,5.86,8.02
COC(=O)Nc1ccc(-c2cc([C@H](Cc3ccccc3)NC(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)c(Cl)nn2)cc1,5.72,5.0,5.51,5.51,12.88,615.48,9.0,11.0,2.0,2.0,43.0,0.0,615.48,614.1348,3.0,2.0,136.81,0.2,9.0,615.48,14.17,0.28,3.0,6.37,8.72
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.43,4.0,3.41,3.41,12.21,588.03,9.0,13.0,4.0,4.0,42.0,0.0,588.03,587.1796,2.0,1.0,168.81,0.2,5.0,588.03,16.66,0.32,5.37,5.8,9.8
COC(=O)Nc1ccc2c(c1)NC(=O)C/C=C/C[C@H](NC(=O)c1ccc3c(c1)CCC[C@@H]3N)c1nc-2c[nH]1,4.35,3.0,0.94,2.94,12.18,514.59,6.0,10.0,5.0,6.0,38.0,1.0,514.59,514.2329,2.0,1.0,151.23,0.33,3.0,514.59,11.24,0.21,1.43,3.82,5.78
CCOC(=O)[C@H]1CCCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(c[nH]2)-c2ccc(NC(=O)OC)cc2N1,4.67,4.0,3.93,3.94,12.36,634.1,11.0,14.0,4.0,4.0,45.0,0.0,634.1,633.2215,2.0,2.0,178.04,0.17,7.0,634.1,10.55,0.2,2.02,3.76,6.69
COC(=O)Nc1ccc2c(c1)NC(C(=O)OC)(C(F)(F)F)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,5.21,4.0,4.61,4.61,9.63,688.07,11.0,14.0,4.0,4.0,48.0,0.0,688.07,687.1932,3.0,3.0,178.04,0.16,6.0,688.07,9.25,0.18,1.15,3.57,6.36
CCOC(=O)[C@@H]1CCCC[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(c(C)[nH]2)-c2ccc(NC(=O)OC)cc2N1,4.98,4.0,4.13,4.14,12.47,648.12,11.0,14.0,4.0,4.0,46.0,0.0,648.12,647.2371,2.0,2.0,178.04,0.16,7.0,648.12,9.78,0.19,1.36,3.56,6.34
CCOC(=O)[C@@H]1CCCC[C@H](NC(=O)/C=C/c2c(-n3cnnn3)ccc(Cl)c2F)c2cc(ccn2)-c2ccc(NC(=O)OCCOC)cc2N1,5.5,4.0,4.55,4.55,12.92,707.16,12.0,14.0,3.0,3.0,50.0,0.0,707.16,706.243,3.0,3.0,171.48,0.11,10.0,707.16,8.52,0.16,0.53,3.52,6.03
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)c1cn(-c3cccc(Cl)c3)nn1)c1nc-2c[nH]1,4.47,4.0,3.88,3.88,11.61,548.99,8.0,12.0,4.0,4.0,39.0,0.0,548.99,548.1687,2.0,1.0,155.92,0.29,4.0,548.99,12.14,0.23,2.19,4.27,6.66
COC(=O)Nc1ccc(-c2cncc([C@H](Cc3ccccc3)NC(=O)[C@H]3CC[C@H](CN)CC3)c2)cc1,5.09,3.0,1.6,4.21,12.97,486.62,5.0,7.0,3.0,4.0,36.0,1.0,486.62,486.2631,1.0,1.0,106.34,0.41,8.0,486.62,16.6,0.31,2.99,7.59,8.08
C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2ccnc(c2)-c2c(cnn2C)NC1=O,4.94,5.0,3.94,3.94,11.77,590.48,10.0,11.0,1.0,1.0,41.0,0.0,590.48,589.1508,2.0,1.0,125.41,0.32,3.0,590.48,16.43,0.32,4.76,7.73,9.7
COC(=O)Nc1ccc2c(c1)CC(C(=O)N(C)C)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,4.58,4.0,4.1,4.1,12.5,632.12,9.0,13.0,3.0,3.0,45.0,0.0,632.12,631.2422,2.0,1.0,160.02,0.26,6.0,632.12,9.53,0.18,1.44,3.76,6.02
COC(=O)Nc1ccc2c(c1)N[C@@H](C(=O)OC)CCCC[C@H](N1CCC(c3cc(Cl)ccc3OC(F)F)OC1=O)c1nc-2c(C#N)[nH]1,6.53,3.0,5.24,5.24,9.49,673.07,10.0,13.0,3.0,3.0,47.0,0.0,673.07,672.1911,3.0,2.0,167.9,0.19,6.0,673.07,10.96,0.21,0.85,4.39,7.38
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@H](N1CCC(C)(c3c(F)ccc(Cl)c3F)OC1=O)c1nc-2c(Cl)[nH]1,7.32,3.0,5.41,5.42,9.95,634.47,6.0,10.0,3.0,3.0,43.0,0.0,634.47,633.1357,2.0,2.0,125.65,0.2,3.0,634.47,8.84,0.18,-1.71,4.46,5.61
